Identifier,Company Name_x,Country of Exchange_x,"Debt to Equity Ratio (DER)
In the last 5 FY",Unnamed: 4_x,Unnamed: 5_x,Unnamed: 6_x,Unnamed: 7_x,Company Name_y,Country of Exchange_y,"ESG Score
In the last 5 FY",Unnamed: 4_y,Unnamed: 5_y,Unnamed: 6_y,Unnamed: 7_y,"Revenue - Total
(IDR)
In the last 5 FY",Unnamed: 9_x,Unnamed: 10_x,Unnamed: 11_x,Unnamed: 12_x,Company Name,Country of Exchange,"Price Close
(IDR)
In the last 5 FY",Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,"Shares - Outstanding - Total
In the last 5 FY",Unnamed: 9_y,Unnamed: 10_y,Unnamed: 11_y,Unnamed: 12_y,"Total Assets
(IDR)
In the last 5 FY",Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,"Total Liabilities
(IDR)
In the last 5 FY",Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,"ROA - %
In the last 5 FY",Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
TRJA.JK,Transkon Jaya Tbk PT,Indonesia,1.04,1.62,1.29,0.86,1.01,Transkon Jaya Tbk PT,Indonesia,,,,,,"595,273,000,000.00","604,414,000,000.00","483,001,336,110.00","402,584,918,991.00","402,461,051,428.00",Transkon Jaya Tbk PT,Indonesia,184,272,228,446,155,"1,510,200,000.00","1,510,200,000.00","1,510,200,000.00","1,510,200,000.00","1,510,200,000.00","871,497,000,000.00","1,112,287,000,000.00","873,443,134,370.00","646,357,408,099.00","605,533,990,302.00","486,079,000,000.00","757,313,000,000.00","523,315,238,440.00","325,371,206,685.00","326,040,615,789.00",4.70%,1.70%,6.20%,9.10%,7.70%
TRON.JK,Teknologi Karya Digital Nusa PT Tbk,Indonesia,0.2,0.11,0.08,0.05,0.39,Teknologi Karya Digital Nusa PT Tbk,Indonesia,,,,,,"152,933,392,854.00","187,501,697,933.00","107,517,076,481.00","45,628,035,297.00","32,702,545,336.00",Teknologi Karya Digital Nusa PT Tbk,Indonesia,126,246,,,,"2,950,000,000.00","2,950,000,000.00","2,950,000,000.00","2,950,000,000.00","2,950,000,000.00","283,220,930,166.00","247,161,203,039.00","85,743,073,640.00","52,193,983,685.00","30,970,461,882.00","63,479,680,636.00","35,988,427,060.00","23,249,649,456.00","23,609,292,984.00","11,802,177,496.00",1.40%,14.20%,28.90%,20.60%,10.30%
TRST.JK,Trias Sentosa Tbk PT,Indonesia,0.71,0.75,0.75,0.56,0.54,Trias Sentosa Tbk PT,Indonesia,,,,,,"3,423,935,000,000.00","2,997,464,000,000.00","3,819,385,000,000.00","3,652,442,192,823.00","2,991,912,117,541.00",Trias Sentosa Tbk PT,Indonesia,600,600,735,580,418,"2,808,000,000.00","2,808,000,000.00","2,808,000,000.00","2,808,000,000.00","2,808,000,000.00","5,344,871,000,000.00","5,044,856,000,000.00","5,777,073,000,000.00","4,628,831,951,931.00","4,202,255,124,270.00","2,669,943,000,000.00","2,520,439,000,000.00","2,928,515,000,000.00","2,166,143,898,397.00","1,935,444,689,989.00",1.50%,-3.90%,3.20%,4.90%,1.10%
TRUE.JK,Triniti Dinamik Tbk PT,Indonesia,1.15,0.95,1.01,1.12,2.47,Triniti Dinamik Tbk PT,Indonesia,,,,,,"87,150,570,699.00","95,125,448,551.00","210,537,267,933.00","372,941,087,252.00","201,113,764,686.00",Triniti Dinamik Tbk PT,Indonesia,17,50,50,101,,"7,571,107,860.00","7,570,892,157.00","7,570,891,720.00","7,570,863,400.00","6,045,080,000.00","770,163,863,928.00","780,407,465,167.00","804,466,848,921.00","912,679,449,957.00","974,900,992,389.00","510,463,823,793.00","463,037,384,324.00","467,184,538,768.00","557,078,003,156.00","800,454,379,998.00",-7.40%,-2.20%,-1.50%,4.40%,3.10%
TRUK.JK,Guna Timur Raya Tbk PT,Indonesia,0.12,0.12,,0.18,0.24,Guna Timur Raya Tbk PT,Indonesia,,,,,,"50,871,938,032.00","43,374,041,037.00",,"39,606,222,648.00","42,839,805,962.00",Guna Timur Raya Tbk PT,Indonesia,84,86,100,163,171,"435,000,000.00","435,000,000.00",,"435,000,000.00","435,000,000.00","58,598,328,198.00","65,403,191,775.00",,"76,740,944,634.00","86,141,743,970.00","11,833,576,277.00","14,279,894,662.00",,"18,063,690,866.00","22,650,488,908.00",-6.50%,,,-3.90%,-8.60%
TRUS.JK,Trust Finance Indonesia Tbk PT,Indonesia,0.01,0.09,0.02,0.03,0.03,Trust Finance Indonesia Tbk PT,Indonesia,,,,,,"59,285,895,614.00","55,140,050,267.00","49,640,926,617.00","48,191,507,989.00","49,341,541,296.00",Trust Finance Indonesia Tbk PT,Indonesia,880,360,350,416,294,"800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","800,000,000.00","427,907,250,258.00","427,533,538,148.00","374,677,518,097.00","350,941,420,850.00","325,525,285,622.00","22,906,338,517.00","50,279,928,865.00","23,615,487,064.00","24,088,177,933.00","22,707,522,985.00",8.30%,8.20%,8.10%,8.80%,7.20%
TSPC.JK,Tempo Scan Pacific Tbk PT,Indonesia,0.09,0.14,0.19,0.14,0.11,Tempo Scan Pacific Tbk PT,Indonesia,,,,,,"13,654,570,829,747.00","13,119,784,555,987.00","12,254,369,318,120.00","11,234,443,003,639.00","10,968,402,090,246.00",Tempo Scan Pacific Tbk PT,Indonesia,"2,500.00","1,835.00","1,410.00","1,500.00","1,400.00","4,509,864,300.00","4,509,864,300.00","4,509,864,300.00","4,500,000,000.00","4,500,000,000.00","12,489,189,257,954.00","11,315,730,833,410.00","11,328,974,079,150.00","9,644,326,662,784.00","9,104,657,533,366.00","3,338,362,695,157.00","3,250,094,041,108.00","3,778,216,973,720.00","2,769,022,665,619.00","2,727,421,825,611.00",16.30%,14.20%,12.70%,11.70%,12.20%
TUGU.JK,Asuransi Tugu Pratama Indonesia Tbk PT,Indonesia,0.06,0.03,0.02,0.02,0.02,Asuransi Tugu Pratama Indonesia Tbk PT,Indonesia,,,,,,"4,726,815,913,000.00","4,061,852,309,000.00","3,596,026,512,000.00","3,360,465,405,000.00","2,935,713,746,000.00",Asuransi Tugu Pratama Indonesia Tbk PT,Indonesia,"1,030.00","1,020.00",867.5,797.5,935,"3,555,575,600.00","3,555,575,600.00","3,555,575,600.00","3,555,555,600.00","3,555,555,600.00","26,350,070,532,000.00","25,137,942,615,000.00","21,581,305,468,000.00","20,188,056,012,000.00","19,460,094,655,000.00","15,841,520,960,000.00","14,858,084,382,000.00","12,409,207,168,000.00","11,398,324,596,000.00","11,001,531,708,000.00",3.60%,7.00%,2.50%,1.90%,1.70%
TYRE.JK,King Tire Indonesia Tbk PT,Indonesia,0.57,0.39,0.64,0.72,0.41,King Tire Indonesia Tbk PT,Indonesia,,,,,,"592,245,382,192.00","515,679,963,404.00","506,432,465,665.00","384,339,496,487.00","296,233,597,597.00",King Tire Indonesia Tbk PT,Indonesia,128,123,,,,"3,478,049,252.00","3,478,028,900.00","2,778,020,000.00","3,478,020,000.00","3,478,020,000.00","562,340,688,114.00","461,136,047,802.00","364,784,365,925.00","334,105,514,285.00","278,402,121,185.00","241,169,412,852.00","156,927,750,735.00","174,858,670,292.00","165,611,163,994.00","125,714,402,370.00",6.00%,6.50%,8.20%,6.50%,3.80%
UANG.JK,Pakuan Tbk PT,Indonesia,1.35,1.63,,13.56,1.56,Pakuan Tbk PT,Indonesia,,,,,,"317,941,000,000.00","173,771,000,000.00",0,"7,460,135,157.00","11,153,312,740.00",Pakuan Tbk PT,Indonesia,735,670,895,810,196,"1,210,000,000.00","1,210,000,000.00","1,210,000,000.00","1,210,000,000.00","1,210,000,000.00","1,580,107,000,000.00","1,457,070,042,546.00","1,488,828,175,253.00","1,007,980,152,989.00","320,535,957,959.00","1,257,808,000,000.00","1,215,327,727,367.00","1,508,482,308,112.00","968,237,197,337.00","206,095,124,198.00",6.40%,4.10%,-4.70%,-11.50%,-9.70%
UCID.JK,Uni-Charm Indonesia Tbk PT,Indonesia,0.04,0.06,0.06,0.09,0.19,Uni-charm Indonesia PT,Indonesia,,,,,,"9,675,468,000,000.00","10,245,160,000,000.00","10,317,193,000,000.00","9,116,592,000,000.00","8,433,933,000,000.00",Uni-charm Indonesia PT,Indonesia,760,"1,000.00","1,095.00","1,450.00","1,470.00","4,156,572,300.00","4,143,312,300.00","4,143,312,300.00","4,143,312,300.00","4,143,312,300.00","8,658,345,000,000.00","8,487,854,000,000.00","8,382,538,000,000.00","7,777,887,000,000.00","7,644,451,000,000.00","2,791,175,000,000.00","2,924,204,000,000.00","3,218,785,000,000.00","2,837,256,000,000.00","3,149,811,000,000.00",5.40%,6.80%,5.30%,8.00%,5.90%
UDNG.JK,Agro Bahari Nusantara Tbk PT,Indonesia,0.02,0, -   , -   ,,Agro Bahari Nusantara PT Tbk,Indonesia,,,,,,"3,132,558,298.00","8,348,193,858.00","3,989,577,000.00","5,952,012,053.00",,Agro Bahari Nusantara PT Tbk,Indonesia,42,59,,,,"1,750,040,072.00","1,750,000,000.00","1,750,000,000.00","1,750,000,000.00",,"57,611,939,195.00","60,223,841,893.00","7,205,469,247.00","3,421,758,672.00",,"2,381,022,564.00","1,330,629,788.00","809,192,523.00","478,815,588.00",,-7.80%,0.80%,0.80%,,
UFOE.JK,Damai Sejahtera Abadi Tbk PT,Indonesia,0.45,0.44,0.48,0.78,0.72,Damai Sejahtera Abadi Tbk PT,Indonesia,,,,,,"1,011,703,216,884.00","881,782,218,431.00","770,201,918,908.00","699,754,460,946.00","695,490,107,908.00",Damai Sejahtera Abadi Tbk PT,Indonesia,220,154.7,187.85,"1,282.56",,"2,898,261,693.00","2,898,247,747.92","2,898,247,747.92","2,898,247,747.92","2,318,598,198.34","497,430,782,650.00","450,991,641,443.00","430,214,376,156.00","423,674,823,367.00","318,590,601,307.00","270,667,773,512.00","240,202,243,743.00","233,209,880,106.00","244,059,288,891.00","192,916,565,286.00",5.30%,4.20%,4.10%,4.30%,3.90%
ULTJ.JK,Ultrajaya Milk Industry & Trading Company Tbk PT,Indonesia,0.01,0,0.1,0.3,0.64,Ultrajaya Milk Industry & Trading Co PT,Indonesia,,,,,,"8,874,202,000,000.00","8,302,741,000,000.00","7,656,252,000,000.00","6,616,642,000,000.00","5,967,362,000,000.00",Ultrajaya Milk Industry & Trading Co PT,Indonesia,"1,805.00","1,600.00","1,475.00","1,570.00","1,600.00","10,398,175,200.00","10,398,175,200.00","10,398,175,200.00","10,398,175,200.00","10,398,175,200.00","8,461,365,000,000.00","7,523,956,000,000.00","7,376,375,000,000.00","7,406,856,000,000.00","8,754,116,000,000.00","1,034,447,000,000.00","836,988,000,000.00","1,553,696,000,000.00","2,268,730,000,000.00","3,972,379,000,000.00",18.60%,20.10%,17.70%,19.20%,18.40%
UNIC.JK,Unggul Indah Cahaya Tbk PT,Indonesia,0.02,0.02,0.01,0.02,0.02,Unggul Indah Cahaya Tbk PT,Indonesia,,,,,,"5,545,880,395,630.00","5,223,564,897,155.00","6,413,971,033,800.00","5,287,902,896,250.00","4,562,401,446,720.00",Unggul Indah Cahaya Tbk PT,Indonesia,"7,975.00","8,200.00","9,975.00","12,600.00","4,700.00","383,331,363.00","383,331,363.00","383,331,363.00","383,331,363.00","383,331,363.00","5,493,887,732,780.00","5,160,568,095,305.00","4,943,096,511,375.00","4,171,313,893,500.00","3,401,279,448,840.00","660,926,291,240.00","690,323,808,100.00","663,449,081,735.00","740,976,872,250.00","611,335,380,240.00",7.70%,8.50%,16.00%,27.50%,16.60%
UNIQ.JK,Ulima Nitra Tbk PT,Indonesia,0.47,0.68,0.42,0.36,0.75,Ulima Nitra Tbk PT,Indonesia,,,,,,"670,148,711,332.00","571,540,783,292.00","424,781,798,011.00","318,296,247,836.00","296,492,159,634.00",Ulima Nitra Tbk PT,Indonesia,438,216,59,88,,"3,138,983,000.00","3,138,983,000.00","3,138,983,000.00","3,138,983,000.00","2,500,000,000.00","730,154,521,031.00","726,265,910,969.00","581,518,014,122.00","516,019,518,477.00","539,154,214,761.00","285,636,052,018.00","336,359,463,675.00","222,437,023,236.00","178,974,721,208.00","263,763,651,821.00",11.20%,8.10%,7.50%,-2.50%,0.50%
UNIT.JK,Nusantara Inti Corpora Tbk PT,Indonesia,0.68,0.7,0.73,0.75,0.87,Nusantara Inti Corpora Tbk PT,Indonesia,,,,,,"108,096,395,863.00","103,498,145,907.00","103,245,048,266.00","104,109,821,503.00","118,260,140,704.00",Nusantara Inti Corpora Tbk PT,Indonesia,316,316,316,316,160,"75,422,200.00","75,422,200.00","75,422,200.00","75,422,200.00","75,422,200.00","417,735,266,590.00","419,701,649,147.00","426,384,622,878.00","432,913,180,372.00","460,539,382,206.00","171,001,165,161.00","173,753,567,079.00","181,126,294,572.00","188,891,359,540.00","217,565,067,467.00",0.20%,0.20%,0.40%,0.40%,0.40%
UNSP.JK,Bakrie Sumatera Plantations Tbk PT,Indonesia,,,,,,Bakrie Sumatera Plantations Tbk PT,Indonesia,,,,,,"2,327,870,000,000.00","2,405,153,000,000.00","4,189,330,000,000.00","3,971,114,000,000.00","2,506,717,000,000.00",Bakrie Sumatera Plantations Tbk PT,Indonesia,97,113,128,109,114,"2,500,162,338.00","2,500,162,338.00","2,500,162,332.00","2,500,162,332.00","2,500,162,332.00","3,214,080,000,000.00","4,559,725,000,000.00","4,540,302,000,000.00","8,258,457,000,000.00","7,576,090,000,000.00","8,490,567,000,000.00","10,492,595,000,000.00","10,496,922,000,000.00","15,151,341,000,000.00","14,586,549,000,000.00",7.20%,2.10%,14.80%,4.00%,-9.90%
UNTD.JK,Terang Dunia Internusa Tbk PT,Indonesia,0.86,2.52,2.83,2.84,,Terang Dunia Internusa Tbk PT,Indonesia,,,,,,"573,313,340,870.00","684,623,623,630.00","419,174,026,364.00","502,015,349,141.00","646,816,784,125.00",Terang Dunia Internusa Tbk PT,Indonesia,91,,,,,"6,666,666,700.00","6,666,666,700.00","6,666,666,700.00","6,666,666,700.00",,"1,227,823,329,650.00","925,062,601,258.00","762,962,183,292.00","745,554,747,573.00",,"600,004,356,505.00","703,309,949,514.00","594,667,315,162.00","583,369,392,797.00",,2.70%,8.10%,7.40%,,
UNTR.JK,United Tractors Tbk PT,Indonesia,0.21,0.22,0.03,0.13,0.2,United Tractors Tbk PT,Indonesia,65.1,67.27,64.46,65.17,65.27,"134,426,998,000,000.00","128,583,264,000,000.00","123,607,460,000,000.00","79,460,503,000,000.00","60,346,784,000,000.00",United Tractors Tbk PT,Indonesia,"26,775.00","22,625.00","26,075.00","22,150.00","26,600.00","3,631,809,136.00","3,631,809,136.00","3,631,809,136.00","3,730,135,136.00","3,730,135,136.00","169,480,618,000,000.00","153,753,903,000,000.00","140,478,220,000,000.00","112,561,356,000,000.00","99,800,963,000,000.00","71,305,445,000,000.00","69,712,261,000,000.00","50,964,395,000,000.00","40,738,599,000,000.00","36,653,823,000,000.00",16.20%,19.70%,23.40%,13.80%,6.80%
UNVR.JK,Unilever Indonesia Tbk PT,Indonesia,0.92,0.22,0.32,0.63,0.81,Unilever Indonesia Tbk PT,Indonesia,77.54,79.37,81.67,74.36,73.58,"35,138,643,000,000.00","38,611,401,000,000.00","41,218,881,000,000.00","39,545,959,000,000.00","42,972,474,000,000.00",Unilever Indonesia Tbk PT,Indonesia,"1,885.00","3,530.00","4,700.00","4,110.00","7,350.00","38,150,000,000.00","38,150,000,000.00","38,150,000,000.00","38,150,000,000.00","38,150,000,000.00","16,046,195,000,000.00","16,664,086,000,000.00","18,318,114,000,000.00","19,068,532,000,000.00","20,534,632,000,000.00","13,896,928,000,000.00","13,282,848,000,000.00","14,320,858,000,000.00","14,747,263,000,000.00","15,597,264,000,000.00",26.60%,35.50%,37.40%,37.90%,44.70%
URBN.JK,Urban Jakarta Propertindo Tbk PT,Indonesia,0.39,0.39,0.39,0.25,0.18,Urban Jakarta Propertindo Tbk PT,Indonesia,,,,,,"20,332,952,261.00","221,525,651,655.00","39,804,064,636.00","71,126,409,759.00","128,943,932,680.00",Urban Jakarta Propertindo Tbk PT,Indonesia,126,150,164,580,645,"3,119,598,140.00","3,119,598,140.00","3,119,598,140.00","3,232,122,588.00","3,232,122,586.00","4,135,250,142,217.00","4,269,806,195,058.00","4,053,223,772,464.00","3,941,663,945,087.00","2,730,521,533,769.00","2,084,130,297,342.00","2,243,809,623,642.00","2,038,788,906,308.00","1,853,740,538,890.00","1,637,164,950,479.00",0.80%,0.60%,2.30%,3.60%,1.00%
UVCR.JK,Trimegah Karya Pratama Tbk PT,Indonesia,0.53,0.04,0.04,0.05,0.16,Trimegah Karya Pratama Tbk PT,Indonesia,,,,,,"834,431,373,367.00","799,216,635,841.00","1,222,169,265,859.00","939,209,437,028.00","338,741,071,082.00",Trimegah Karya Pratama Tbk PT,Indonesia,57,131,122,450,,"2,000,144,838.00","2,000,144,838.00","2,000,104,986.00","2,000,000,000.00","2,000,000,000.00","194,778,092,149.00","124,209,024,166.00","109,126,293,996.00","96,173,217,831.00","48,984,364,180.00","96,716,413,860.00","28,893,145,917.00","19,622,987,363.00","17,965,081,934.00","18,689,323,833.00",3.20%,7.90%,14.80%,10.20%,4.90%
VAST.JK,Vastland Indonesia PT Tbk,Indonesia,0.25,0.2,0.11,0.14,0.74,Vastland Indonesia PT Tbk,Indonesia,,,,,,"38,112,417,791.00","25,685,236,163.00","23,761,241,363.00","21,900,321,887.00","18,902,543,070.00",Vastland Indonesia PT Tbk,Indonesia,69,61,,,,"3,055,713,823.00","3,055,707,447.00","3,055,700,000.00","3,055,700,000.00","3,055,700,000.00","515,835,972,173.00","521,460,041,997.00","276,578,309,948.00","248,799,740,207.00","141,773,507,464.00","136,279,771,544.00","156,716,120,703.00","77,967,478,358.00","66,759,983,067.00","94,391,930,054.00",3.50%,25.40%,6.30%,58.70%,1.40%
VERN.JK,Verona Indah Pictures Pt Tbk,Indonesia, -   ,0.06,0.08,0.11,,Verona Indah Pictures Pt Tbk,Indonesia,,,,,,"140,695,003,286.00","247,549,993,320.00","116,750,000,000.00","216,453,230,000.00",,Verona Indah Pictures Pt Tbk,Indonesia,162,,,,,"4,765,525,000.00","4,765,525,000.00","4,765,525,000.00","4,765,525,000.00",,"541,232,441,421.00","341,517,252,871.00","296,230,561,251.00","280,262,639,305.00",,"17,570,570,280.00","37,986,409,560.00","260,035,225,359.00","254,742,244,445.00",,2.20%,11.20%,4.90%,,
VICI.JK,Victoria Care Indonesia Tbk PT,Indonesia,0.13,0.08,0.18,0.19,0.36,Victoria Care Indonesia Tbk PT,Indonesia,,,,,,"1,404,132,465,162.00","1,362,119,699,094.00","1,045,720,530,167.00","1,153,102,243,817.00","1,046,188,914,330.00",Victoria Care Indonesia Tbk PT,Indonesia,655,650,510,515,312,"6,708,000,000.00","6,708,000,000.00","6,708,000,000.00","6,708,000,000.00","6,708,000,000.00","1,284,957,443,404.00","1,148,235,338,153.00","1,150,904,222,886.00","997,797,006,411.00","959,769,030,280.00","261,064,980,740.00","229,498,076,801.00","349,890,773,766.00","247,640,173,947.00","329,538,379,535.00",18.70%,20.50%,12.30%,23.00%,22.30%
VICO.JK,Victoria Investama Tbk PT,Indonesia,0.14,0.13,0.06,0.02,0.02,Victoria Investama Tbk PT,Indonesia,,,,,,"1,174,949,935,000.00","1,034,413,354,000.00","1,577,420,145,000.00","1,257,886,339,000.00","864,181,616,000.00",Victoria Investama Tbk PT,Indonesia,194,119,164,220.3,75.32,"15,217,075,658.00","15,217,075,658.00","15,217,075,658.00","10,690,269,857.78","9,718,944,501.68","34,744,443,576,000.00","32,987,430,971,000.00","28,532,246,282,000.00","25,942,150,369,000.00","26,961,960,681,000.00","29,626,747,432,000.00","27,975,204,187,000.00","23,570,623,948,000.00","22,284,997,984,000.00","23,826,966,161,000.00",0.50%,0.50%,1.40%,-0.50%,-1.00%
VINS.JK,Victoria Insurance Tbk PT,Indonesia,0.02,0.02,0.01,0,0.01,Victoria Insurance Tbk PT,Indonesia,,,,,,"62,031,309,775.00","58,842,031,323.00","41,993,407,912.00","44,867,615,460.00","37,164,863,803.00",Victoria Insurance Tbk PT,Indonesia,109,150,178,163,91,"1,460,573,616.00","1,460,573,616.00","1,460,573,616.00","1,460,573,616.00","1,460,573,616.00","243,101,289,401.00","242,935,248,490.00","297,046,208,202.00","356,588,372,475.00","322,342,387,320.00","90,986,566,446.00","89,305,716,000.00","110,511,030,657.00","115,984,412,838.00","138,095,296,876.00",3.10%,2.30%,2.80%,3.40%,2.10%
VISI.JK,Satu Visi Putra Tbk PT,Indonesia,0.4,0.45,0.48,0.63,3.69,Satu Visi Putra PT Tbk,Indonesia,,,,,,"449,827,790,397.00","456,791,047,874.00","322,067,750,949.00","215,688,385,268.00","150,244,951,958.00",Satu Visi Putra PT Tbk,Indonesia,90,,,,,"3,075,000,000.00","2,460,000,000.00","3,075,000,000.00","3,075,000,000.00","3,075,000,000.00","292,223,969,093.00","259,421,687,883.00","163,954,875,394.00","114,586,359,590.00","95,210,929,145.00","106,122,995,115.00","145,720,813,279.00","71,351,849,490.00","48,945,602,859.00","78,182,618,354.00",1.90%,16.90%,18.90%,7.70%,
VIVA.JK,Visi Media Asia Tbk PT,Indonesia,,,,,15.96,Visi Media Asia Tbk PT,Indonesia,,,,,,"1,215,340,814,000.00","1,196,672,161,000.00","1,698,619,532,000.00","1,812,198,622,000.00","1,830,516,513,000.00",Visi Media Asia Tbk PT,Indonesia,6,50,50,50,50,"16,464,270,400.00","16,464,270,400.00","16,464,270,400.00","16,464,270,400.00","16,464,270,400.00","7,876,995,254,000.00","8,873,182,411,000.00","8,573,516,557,000.00","8,584,281,930,000.00","8,567,653,603,000.00","12,999,857,728,000.00","10,457,577,261,000.00","9,190,854,807,000.00","8,369,846,685,000.00","7,419,666,167,000.00",-40.30%,-19.60%,-9.80%,-9.10%,-6.10%
VKTR.JK,VKTR Teknologi Mobilitas Tbk PT,Indonesia,0.11,0.04,0.69,0.36,0.57,VKTR Teknologi Mobilitas Tbk PT,Indonesia,,,,,,"1,003,658,000,000.00","1,061,862,000,000.00","1,071,130,000,000.00","679,178,000,000.00","363,556,000,000.00",VKTR Teknologi Mobilitas Tbk PT,Indonesia,130,121,,,,"43,750,000,000.00","43,750,000,000.00","43,750,000,000.00","43,750,000,000.00","43,750,000,000.00","1,608,602,000,000.00","1,668,360,000,000.00","1,032,905,000,000.00","770,180,000,000.00","601,701,000,000.00","452,676,000,000.00","520,502,000,000.00","758,025,000,000.00","582,877,000,000.00","462,402,000,000.00",0.80%,3.10%,8.40%,8.10%,-22.90%
VOKS.JK,Voksel Electric Tbk PT,Indonesia,1.06,1.35,1.2,1.34,0.95,Voksel Electric Tbk PT,Indonesia,,,,,,"1,879,353,267,139.00","3,055,441,987,857.00","2,628,553,150,836.00","1,710,091,470,427.00","1,834,162,436,964.00",Voksel Electric Tbk PT,Indonesia,230,220,139,180,236,"4,155,602,595.00","4,155,602,595.00","4,155,602,595.00","4,155,602,595.00","4,155,602,595.00","1,833,424,147,167.00","2,623,144,891,155.00","2,665,946,796,991.00","2,893,167,569,270.00","2,915,635,059,892.00","1,184,890,279,313.00","1,887,266,483,419.00","1,946,850,733,366.00","1,987,396,259,911.00","1,803,514,017,632.00",-3.50%,1.20%,-8.00%,-8.60%,0.40%
VRNA.JK,Mizuho Leasing Indonesia Tbk PT,Indonesia,3.19,2.62,2.45,2.59,3.1,Mizuho Leasing Indonesia Tbk PT,Indonesia,,,,,,"468,653,706,000.00","401,340,636,000.00","333,060,585,000.00","302,894,727,000.00","309,734,085,000.00",Mizuho Leasing Indonesia Tbk PT,Indonesia,88,86,103,150,104,"5,687,353,997.00","5,687,353,997.00","5,687,353,997.00","5,687,353,997.00","5,687,353,997.00","3,210,523,076,000.00","2,793,581,850,000.00","2,466,670,549,000.00","2,323,154,208,000.00","2,679,921,626,000.00","2,466,527,009,000.00","2,043,097,012,000.00","1,776,772,856,000.00","1,697,909,510,000.00","2,048,024,392,000.00",-0.20%,2.30%,2.30%,0.30%,-0.10%
VTNY.JK,Venteny Fortuna International Tbk PT,Indonesia,1.39,1.25,0.84,6.07,,Venteny Fortuna International Tbk PT,Indonesia,,,,,,"303,538,111,695.00","181,967,665,791.00","73,184,040,737.00","40,069,516,276.00",,Venteny Fortuna International PT Tbk,Indonesia,170,352,450,,,"6,265,193,445.00","6,265,193,445.00","6,265,193,445.00","6,265,193,445.00",,"1,182,510,552,032.00","959,114,575,297.00","736,067,208,271.00","241,963,014,576.00",,"774,795,523,749.00","560,117,648,742.00","343,443,616,468.00","208,802,698,847.00",,1.50%,0.80%,1.10%,,
WAPO.JK,Wahana Pronatural Tbk PT,Indonesia,0,0,0,0,,Wahana Pronatural Tbk PT,Indonesia,,,,,,"2,122,330,244,473.00","420,953,775,283.00","330,020,475,370.00","317,186,703,933.00","227,388,566,486.00",Wahana Pronatural Tbk PT,Indonesia,136,91,250,185,67,"1,240,923,111.00","1,240,923,111.00","1,240,923,111.00","1,240,923,111.00","1,240,923,111.00","86,586,841,700.00","131,935,413,522.00","97,504,907,444.00","100,505,085,001.00","92,627,105,867.00","14,550,035,290.00","60,683,401,958.00","26,489,229,605.00","25,441,303,407.00","16,002,047,149.00",4.40%,0.60%,-4.40%,-1.50%,-1.50%
WEGE.JK,Wijaya Karya Bangunan Gedung Tbk PT,Indonesia,0.18,0.09,0.24,0.22,0.23,Wijaya Karya Bangunan Gedung Tbk PT,Indonesia,,,,,,"3,673,527,175,483.00","3,979,714,569,719.00","2,366,259,622,099.00","3,168,197,827,254.00","2,810,083,762,049.00",Wijaya Karya Bangunan Gedung Tbk PT,Indonesia,64,80,149,190,256,"9,572,000,000.00","9,572,000,000.00","9,572,000,000.00","9,572,000,000.00","9,572,000,000.00","5,727,273,558,260.00","5,561,533,835,483.00","5,424,428,338,683.00","5,973,999,226,008.00","6,081,882,876,649.00","3,121,302,680,591.00","3,002,786,740,253.00","2,884,421,965,523.00","3,592,408,107,796.00","3,886,978,460,908.00",2.90%,2.90%,5.20%,5.20%,3.90%
